,Area,Item,Year,Production_ton,Import_Qt_ton,Export_Qt_ton,Import_Vl_1000$,Export_Vl_1000$
231,France,"Meat, cattle",2015,50.40244509501547,3.1033282393853843,5.80950259164755,15.069081592514333,26.994907212403703
232,France,"Meat, cattle",2016,51.05153311225728,2.624693393740467,5.748167674924397,13.42261710860926,25.944232020723156
233,France,"Meat, cattle",2017,49.926998864953354,2.5724541361600886,5.753079737018198,13.70920859688853,27.418800502440998
234,France,"Meat, cattle",2018,50.94190180773968,2.5873950195568054,5.787907229911968,14.27528166335777,28.6962711225711
235,France,"Meat, cattle",2019,49.909182659306985,2.695171332173307,5.552495273955453,14.074224597121866,26.073587586482265
236,Germany,"Meat, cattle",1961,66.90064516129033,8.560412903225807,0.5541677419354839,4.6656,0.432258064516129
237,Germany,"Meat, cattle",1962,70.79358531428866,13.039550353220234,0.6455422059506007,6.8529366266178515,0.5017274274222657
238,Germany,"Meat, cattle",1963,72.26059169157818,10.238429027935265,0.644469642304917,5.531027729100093,0.4835583960416452
239,Germany,"Meat, cattle",1964,70.0431699044095,10.085106382978724,0.5449686504265597,6.270582793709528,0.5796587521841916
240,Germany,"Meat, cattle",1965,68.13760622504351,10.15833930582574,0.2647691205078325,7.056107300092147,0.325739735845193
241,Germany,"Meat, cattle",1966,73.80548871025549,8.034150837130715,0.22937893605038145,5.588090727561313,0.31339921150990735
242,Germany,"Meat, cattle",1967,75.699361219864,8.453276323923346,0.7866268287657119,5.9315371934885635,1.069235524417886
243,Germany,"Meat, cattle",1968,78.92621208192897,10.355302048224008,1.5320197044334976,8.131501166709878,2.1285455016852475
244,Germany,"Meat, cattle",1969,81.03111041861432,10.11405422249922,2.237664900799834,8.371974654617222,3.1748208164537237
245,Germany,"Meat, cattle",1970,87.43068916574673,9.664458813015823,2.4934027230195026,9.037428376176207,3.710771171739473
246,Germany,"Meat, cattle",1971,88.34080835795694,8.610700717602365,2.6527543267201352,10.062420852680455,4.301287463064584
247,Germany,"Meat, cattle",1972,80.15346456277376,9.152725737505937,2.41717241015357,12.062483508364558,4.989128713916302
248,Germany,"Meat, cattle",1973,83.32539556543367,7.913954595967614,3.9788326189342222,12.459226332222046,8.612795681854262
249,Germany,"Meat, cattle",1974,92.92279900111578,7.201052016364699,6.02986026247277,11.523245311088678,12.19308219542001
250,Germany,"Meat, cattle",1975,91.46551724137932,8.017560664112388,7.1815666240953595,15.047467007237122,18.246966794380587
251,Germany,"Meat, cattle",1976,91.58225823648577,8.31719799552191,8.122134555922806,15.783399083057896,18.822102569570315
252,Germany,"Meat, cattle",1977,90.57672777807473,8.12833395691913,9.979582019348976,17.472446416163343,24.81864343364156
253,Germany,"Meat, cattle",1978,95.63749397073798,7.063133072511924,11.61728924379656,17.797363202743984,32.11302856530361
254,Germany,"Meat, cattle",1979,99.73109605249005,7.6520920727116275,16.712380337743358,20.6243411853286,42.954609013660324
255,Germany,"Meat, cattle",1980,102.19720287272531,7.544359846643987,18.24164371726335,20.265457098115448,48.924239969760784
256,Germany,"Meat, cattle",1981,104.15307946481772,6.16748821840637,19.79643572937544,15.42565408157738,51.70028709170684
257,Germany,"Meat, cattle",1982,100.8603500761035,6.270711024135681,18.130734942378776,14.683191998260492,51.60007610350076
258,Germany,"Meat, cattle",1983,101.15515548281506,7.891325695581015,17.224386252045825,16.09683578832515,46.741625750136386
259,Germany,"Meat, cattle",1984,108.41117917304747,8.502679938744258,19.1379348063881,14.798676438416102,41.51460293152483
260,Germany,"Meat, cattle",1985,109.24890374917781,7.873328217496163,17.970181977636482,13.065007673755755,39.19590002192502
261,Germany,"Meat, cattle",1986,115.87549428822496,6.97039762741652,24.209083919156416,14.461280755711774,58.62999780316345
262,Germany,"Meat, cattle",1987,115.78030344827586,6.8496,18.997020689655173,18.40783448275862,61.882924137931035
263,Germany,"Meat, cattle",1988,109.85146709399348,6.781344974305133,19.99955793777974,19.80046416533127,62.04415096424822
264,Germany,"Meat, cattle",1989,108.18520159503765,6.795469649977846,27.715607000443065,19.306989366415596,77.57299512627381
265,Germany,"Meat, cattle",1990,117.12333629103816,7.040594498669033,27.695874001774623,23.089673913043477,90.99595164152618
266,Germany,"Meat, cattle",1991,127.25881185807657,6.930847338935574,43.746498599439775,22.13562091503268,107.29510971055089
267,Germany,"Meat, cattle",1992,105.5807916937054,8.239572886555365,29.446050380508524,28.8038463807445,84.24588519851336
268,Germany,"Meat, cattle",1993,91.50081575573942,7.438468709940566,22.685176552849317,24.080701549935906,63.286388532805034
269,Germany,"Meat, cattle",1994,82.0603189276635,6.013404206147446,17.570545412526,20.326669748093366,55.79431476773746
270,Germany,"Meat, cattle",1995,81.17396067577697,4.802744623190913,14.025082165715274,17.08948855446001,46.57596724903419
271,Germany,"Meat, cattle",1996,85.47038126550153,5.697698563765357,14.4493857068697,17.4940301090154,39.63286612447367
272,Germany,"Meat, cattle",1997,83.54591100594448,4.076874242511687,15.313095169388815,10.875743059964218,39.775783459340914
273,Germany,"Meat, cattle",1998,78.68531629540091,2.891037817302711,14.181546077246301,8.97674552466471,40.4470154837967
274,Germany,"Meat, cattle",1999,80.10727611940298,1.9211170708955223,9.673215951492537,5.596548507462686,28.233267257462686
275,Germany,"Meat, cattle",2000,76.37098664166862,1.9848839934380127,10.150574173892664,5.320599953128662,26.099777361143662
276,Germany,"Meat, cattle",2001,79.92837853704356,1.3758952682869554,12.245450275918751,3.154984149348362,23.04103557590701
277,Germany,"Meat, cattle",2002,77.58442859668769,1.3857488065067485,12.61672658690399,3.7326575116402427,29.505216007544057
278,Germany,"Meat, cattle",2003,72.12722781012882,1.9856479030645255,11.664078583612728,5.4198576554320335,34.88841832833363
279,Germany,"Meat, cattle",2004,73.94345500499618,2.766766590254511,12.360841709281138,8.929230588373597,40.9787809322283
280,Germany,"Meat, cattle",2005,68.51623510069872,2.723504198226763,9.942457870941224,10.428512712113205,37.05214021490224
281,Germany,"Meat, cattle",2006,70.41071639324915,3.201109406349581,10.989200991384397,12.380502773515873,43.97792989496046
282,Germany,"Meat, cattle",2007,69.95421828908555,4.120648967551622,10.507964601769912,16.351681415929203,42.38448377581121
283,Germany,"Meat, cattle",2008,70.88416760238756,4.837893741504639,12.602151173098516,21.142426570533658,57.43047101235152
284,Germany,"Meat, cattle",2009,70.44978088357219,5.688558569228947,13.759919459907616,22.441726874333767,54.9263295037309
285,Germany,"Meat, cattle",2010,72.15580838323353,6.035269461077844,12.66874251497006,23.34425149700599,50.04784431137725
286,Germany,"Meat, cattle",2011,70.00275136072732,8.90101082600634,14.780369639332497,42.939350439619595,74.92104790956397
287,Germany,"Meat, cattle",2012,68.78630580892943,9.18446951512242,12.421327412385981,43.26530244839174,61.700552088334135
288,Germany,"Meat, cattle",2013,66.86871893154459,8.443133497035396,10.580104210337186,40.085763909684374,52.97424687069533
289,Germany,"Meat, cattle",2014,62.32493318060328,7.394698085419735,10.236186112474773,34.373424971363114,45.821087656139206
290,Germany,"Meat, cattle",2015,61.46005210594876,7.916087711680417,9.603560573165437,31.36609856708641,36.830438558402086
291,Germany,"Meat, cattle",2016,62.99656526005888,7.635808526878203,9.480100316214154,29.597099552938612,34.33306073492531
292,Germany,"Meat, cattle",2017,62.828535116317624,7.934132729181632,8.705641819086036,32.73332596562966,34.816378405260544
293,Germany,"Meat, cattle",2018,60.61765509702104,7.478327411861164,7.766274938507789,32.93413500956545,32.58179830554796
294,Germany,"Meat, cattle",2019,60.455463928785974,6.878215280432527,8.080006553437824,29.142154988804545,30.647807328927968
295,Ireland,"Meat, cattle",1961,25.627482269503545,0.001950354609929078,6.869858156028369,0.0014184397163120568,4.420567375886525
296,Ireland,"Meat, cattle",1962,22.25765893394723,0.0049583849831769085,4.446785904019833,0.003895873915353285,2.992739507703205
297,Ireland,"Meat, cattle",1963,22.837771116205253,0.0,4.9515076706048315,0.00017633574325515782,3.4396050079351084
298,Ireland,"Meat, cattle",1964,19.9078715142958,0.0035298270384751147,7.028768090363572,0.009177550300035298,5.251676667843276
299,Ireland,"Meat, cattle",1965,19.947545037089366,0.0012363122571529496,8.026492405510421,0.005121865065347933,6.053514659131049
300,Ireland,"Meat, cattle",1966,24.00301685891748,0.000354924578527063,7.9595385980479145,0.000354924578527063,5.705590062111801
301,Ireland,"Meat, cattle",1967,39.43349840820658,0.004244782454899187,19.00229925716307,0.0038910505836575876,12.858684117438981
302,Ireland,"Meat, cattle",1968,34.00581600281988,0.008812125484666901,15.22541416989778,0.010927035600986958,9.926683115967572
303,Ireland,"Meat, cattle",1969,34.7838692672641,0.033210332103321034,15.38762959058162,0.0291688631172026,10.490247759620454
304,Ireland,"Meat, cattle",1970,38.175224986765485,0.057702488088935945,19.158461266984293,0.06352567496029646,14.555320275277925
305,Ireland,"Meat, cattle",1971,41.614950634696754,0.058180535966149506,19.144393511988717,0.06787729196050776,17.479901269393512
306,Ireland,"Meat, cattle",1972,35.99208025343189,0.03695881731784583,20.534494896163324,0.0667018655403027,23.917986624428018
307,Ireland,"Meat, cattle",1973,36.48363252375924,0.08447729672650475,16.921682506159804,0.16138683562126013,27.680922210489264
308,Ireland,"Meat, cattle",1974,60.0843288826423,0.07203092059030218,21.29286718200984,0.10892480674631061,31.231026001405482
309,Ireland,"Meat, cattle",1975,73.49081364829397,0.2908136482939633,34.043219597550305,0.45651793525809276,53.44829396325459
310,Ireland,"Meat, cattle",1976,57.37274794472626,0.2099002973587546,24.616931957320272,0.36242784677278295,40.76053874409656
311,Ireland,"Meat, cattle",1977,67.24921356169172,0.26756378888500526,34.80321565886054,0.441279272981475,66.79552603984621
312,Ireland,"Meat, cattle",1978,67.8714859437751,0.022524882137244632,36.87864501484198,0.040160642570281124,84.72847913392701
313,Ireland,"Meat, cattle",1979,67.79098217406501,0.026039846207619715,36.34743096819294,0.07200279622509612,94.09594547361063
314,Ireland,"Meat, cattle",1980,77.94656888423258,0.5762179151388162,46.88423258250393,1.679937139863803,126.22577265584076
315,Ireland,"Meat, cattle",1981,55.18143754361479,1.4542916957431962,28.842637822749477,4.042568039078856,69.92759944173064
316,Ireland,"Meat, cattle",1982,60.22350270647809,0.7338920900995285,27.465165007857518,2.037541470228741,63.969617600838134
317,Ireland,"Meat, cattle",1983,61.88639551192146,1.2650771388499298,29.564866760168304,3.142180925666199,56.53471248246844
318,Ireland,"Meat, cattle",1984,70.62517556179775,1.2198033707865168,21.008602528089888,2.5721558988764044,39.12183988764045
319,Ireland,"Meat, cattle",1985,78.56722173531989,0.862751971954426,23.84820333041192,1.7281332164767749,44.25100788781771
320,Ireland,"Meat, cattle",1986,89.4701440112399,0.43712680014049876,32.23919915700738,0.9943800491745697,64.99929750614682
321,Ireland,"Meat, cattle",1987,85.30957840889046,1.3300405715293702,26.968601164226495,3.4090668548244842,68.89927676838948
322,Ireland,"Meat, cattle",1988,81.07010418506093,1.0752251456825004,22.748896344693627,3.2938371887692037,65.34381070104185
323,Ireland,"Meat, cattle",1989,76.46330680813439,2.995402298850575,25.4420866489832,8.681520778072501,66.95190097259062
324,Ireland,"Meat, cattle",1990,91.16657815542574,1.2359709683129758,20.18799787573022,4.335103558151885,58.6507346432997
325,Ireland,"Meat, cattle",1991,125.41647906348491,2.75123818099955,14.942368302566411,8.714542998649257,52.268122467357045
326,Ireland,"Meat, cattle",1992,128.75594833446635,1.5023793337865399,16.198731021980514,5.542261500113302,60.7906186267845
327,Ireland,"Meat, cattle",1993,120.00454132606721,1.1823342415985467,17.880563124432335,3.9141689373297,63.543823796548594
328,Ireland,"Meat, cattle",1994,102.00455580865604,2.3970387243735765,16.59384965831435,8.0375854214123,57.05239179954442
329,Ireland,"Meat, cattle",1995,109.61494645705172,3.0913647755753018,14.094098883572567,10.508771929824562,53.63089542036911
330,Ireland,"Meat, cattle",1996,124.02672195346695,0.8101819857175766,11.164478230822391,2.543192812715964,36.496199032480995
331,Ireland,"Meat, cattle",1997,128.52629203340103,0.021891220943353645,12.918302866170166,0.09320695102685624,38.03001579778831
332,Ireland,"Meat, cattle",1998,134.69202898550725,0.27875905797101447,14.532835144927537,0.5776721014492754,42.5120018115942
333,Ireland,"Meat, cattle",1999,145.7220461747397,0.3721140787686736,22.303757356269806,0.9133091896785875,62.18741511996379
334,Ireland,"Meat, cattle",2000,130.75702629193108,0.7026291931097008,17.42611060743427,1.4338168631006347,44.272438803263825
335,Ireland,"Meat, cattle",2001,131.38321995464852,0.9201814058956916,11.268027210884354,1.784580498866213,26.124036281179137
336,Ireland,"Meat, cattle",2002,123.48502172421678,1.1932311914017837,13.855476789389435,2.061971186828264,34.88337525726046
337,Ireland,"Meat, cattle",2003,129.9771167048055,1.0421052631578946,13.589702517162472,2.400686498855835,38.9974828375286
338,Ireland,"Meat, cattle",2004,130.91753774680603,0.9937282229965156,12.296864111498257,2.4250871080139373,46.104065040650404
339,Ireland,"Meat, cattle",2005,126.91771269177127,1.0550906555090656,13.596234309623432,2.8365876336587634,49.98117154811715
340,Ireland,"Meat, cattle",2006,126.12676056338029,1.2572769953051643,15.003286384976526,4.704694835680751,60.52323943661972
341,Ireland,"Meat, cattle",2007,135.82787652011226,1.4211880261927035,15.525023386342376,4.133536014967259,64.6576239476146
342,Ireland,"Meat, cattle",2008,116.07258587167856,1.6465759343270685,12.714625189025707,7.0555195506588895,65.5294880103694
343,Ireland,"Meat, cattle",2009,111.99585539147395,1.7057327946503205,12.553766717748676,6.010988436890498,54.898213290610194
344,Ireland,"Meat, cattle",2010,122.39492119089317,1.7609457092819614,12.102014010507881,8.558231173380035,50.990586690017516
345,Ireland,"Meat, cattle",2011,120.10976948408343,1.3448957189901207,11.257299670691548,7.862129527991218,56.01690450054885
346,Ireland,"Meat, cattle",2012,109.28744760644165,1.2925215089344804,10.14648135892345,5.363997352746526,51.39289653651004
347,Ireland,"Meat, cattle",2013,115.61313379495198,1.343980343980344,10.605092696001787,5.159258431985704,55.80612016975653
348,Ireland,"Meat, cattle",2014,130.34034930586654,1.6103896103896105,13.163009404388715,5.593596059113301,65.81370353784146
349,Ireland,"Meat, cattle",2015,127.33634311512415,1.8503386004514673,12.253047404063205,5.063205417607223,52.96704288939052
350,Ireland,"Meat, cattle",2016,131.89867742658598,1.80183815288052,10.699170589553912,4.199955167002914,43.15601882985877
351,Ireland,"Meat, cattle",2017,137.44709289374026,1.6569391846736468,11.311427934952105,4.650924482067276,47.30764089997772
352,Ireland,"Meat, cattle",2018,137.85208148804253,2.5732949512843226,9.712798937112488,5.455048715677591,43.675155004428696
353,Ireland,"Meat, cattle",2019,137.0026525198939,1.3627320954907163,8.605879752431477,3.7325375773651635,35.13373121131742
354,Italy,"Meat, cattle",1961,32.73703041144902,2.6007832519460425,0.007397379490402746,1.2487550161968766,0.006478750664797177
355,Italy,"Meat, cattle",1962,35.08425334108077,4.588030214991284,0.005084253341080767,2.8292659306604686,0.0055200464846019755
356,Italy,"Meat, cattle",1963,33.07654802535349,12.64090687469527,0.004290589956118966,8.514724524622135,0.00477815699658703
357,Italy,"Meat, cattle",1964,31.05170560062555,14.042664451177792,0.0035187176229107614,11.409441892288143,0.00488710780959828
358,Italy,"Meat, cattle",1965,33.05772994129158,11.609784735812132,0.0035714285714285713,11.829941291585127,0.004452054794520548
359,Italy,"Meat, cattle",1966,39.82357265376133,11.499926488605734,0.003969615290370008,11.015339377603528,0.005439843175692232
360,Italy,"Meat, cattle",1967,43.63315177388488,13.305019873399088,0.0018646646057215762,12.62009912164483,0.0025516463025663672
361,Italy,"Meat, cattle",1968,47.71800540407762,10.65099484156227,0.021419798575288626,11.373323507737657,0.018963399656104152
362,Italy,"Meat, cattle",1969,50.7556236713304,12.47036139813121,0.014732782913926929,12.590646166015722,0.014139516487862758
363,Italy,"Meat, cattle",1970,53.32408325074331,13.803518334985133,0.007928642220019821,15.261546085232904,0.008473736372646184
364,Italy,"Meat, cattle",1971,61.363250042495324,16.88101308856026,0.002209756926738059,21.369652671539463,0.004419513853476118
365,Italy,"Meat, cattle",1972,58.640050262737034,17.701222298377886,0.04426547863833676,28.32019648160841,0.06602695910440941
366,Italy,"Meat, cattle",1973,60.690996453495025,20.688079167143346,0.022423063722686192,44.4127102162224,0.048735842580940394
367,Italy,"Meat, cattle",1974,61.38715575362816,15.533310478802422,0.017769397783110503,34.112672837390015,0.035595931893497884
368,Italy,"Meat, cattle",1975,55.0407604041788,16.777130787235258,0.13107267226123195,45.00285437004053,0.10247188445510076
369,Italy,"Meat, cattle",1976,57.99885903360146,14.700838610302927,0.022648183011010327,36.351645844029896,0.049860231616178904
370,Italy,"Meat, cattle",1977,60.03976915604822,16.311296497343008,0.09450888520655963,42.49420033140964,0.20535969373178675
371,Italy,"Meat, cattle",1978,58.15674569333106,16.825231678890216,0.3154812667007789,51.5937802035363,0.6280629939166524
372,Italy,"Meat, cattle",1979,62.726601544752384,17.691219900045432,0.8309291231258519,60.692412539754656,1.7226828714220808
373,Italy,"Meat, cattle",1980,65.30138936339824,18.655449265459517,2.8591276619974946,71.0873476824963,4.773545154310443
374,Italy,"Meat, cattle",1981,63.218335137599,19.65853797504416,2.5232180502535466,68.82884166144379,4.2422653979830205
375,Italy,"Meat, cattle",1982,63.09278056569343,23.103159215328468,1.9563184306569343,77.27326642335767,3.393077098540146
376,Italy,"Meat, cattle",1983,68.81483198146002,23.872653534183083,2.6820973348783315,76.28499420625724,3.520393974507532
377,Italy,"Meat, cattle",1984,68.50301554163767,22.20929018789144,3.883379726281605,60.066051960102065,3.907098121085595
378,Italy,"Meat, cattle",1985,70.43427902895583,27.83076923076923,4.461421468265574,71.48663351857269,5.737642585551331
379,Italy,"Meat, cattle",1986,69.20337988499003,25.861518601103157,5.215232953878653,86.22338927355945,5.301197042600633
380,Italy,"Meat, cattle",1987,68.99888314131202,24.793439924758992,2.895544321655302,97.52204326357865,3.7293087232541735
381,Italy,"Meat, cattle",1988,69.1495932062474,23.27186887582398,2.4639230358097275,96.62272106419621,6.172753726468318
382,Italy,"Meat, cattle",1989,67.97637982195846,26.334955489614245,1.4144213649851631,111.1233827893175,3.018219584569733
383,Italy,"Meat, cattle",1990,69.17191211401425,25.126781472684087,1.1592636579572446,119.2209026128266,3.13895486935867
384,Italy,"Meat, cattle",1991,73.57300361280677,30.700573065902578,4.751526099414476,132.86364768904946,8.593870686433288
385,Italy,"Meat, cattle",1992,76.17786957065965,25.94529978720741,5.362936537739392,124.93246964576292,11.259669545625234
386,Italy,"Meat, cattle",1993,74.62382149591451,23.38152105593966,1.9658076681332495,101.86819610307982,5.292708988057825
387,Italy,"Meat, cattle",1994,74.56578779773277,22.212966501082665,2.860718379824226,99.5683989300726,7.366513819895554
388,Italy,"Meat, cattle",1995,76.98826061436118,18.351138068218873,1.9896302093523772,88.08458879540859,6.018587360594796
389,Italy,"Meat, cattle",1996,76.91295849892501,16.678285230308163,4.333507068864421,73.29500293178708,10.250114013942277
390,Italy,"Meat, cattle",1997,75.55294884327142,19.41707396546106,4.697947214076247,77.42300423590746,9.930856956663408
391,Italy,"Meat, cattle",1998,71.76956858692844,21.682123482304313,3.3373159390338416,89.72610436579696,7.507039524670628
392,Italy,"Meat, cattle",1999,73.70295588328375,17.860117728970188,3.0492436230141147,70.179251851383,6.364896512437496
393,Italy,"Meat, cattle",2000,73.66726354160005,17.50284581441453,2.61814926136727,59.37468823943212,5.331713244228433
394,Italy,"Meat, cattle",2001,73.08973035737324,12.537995097406787,0.8406012127467424,37.173009934202035,1.4483292478389884
395,Italy,"Meat, cattle",2002,74.23557912656321,15.61428664964316,1.2980422968637464,53.915471747528315,2.2870424932888103
396,Italy,"Meat, cattle",2003,75.59327832561884,16.78526866572751,2.0285100959280875,71.94660226739116,4.038840813040853
397,Italy,"Meat, cattle",2004,76.94033460995767,16.495263051804073,2.325068870523416,79.35785795874487,5.363569172881811
398,Italy,"Meat, cattle",2005,74.78094462540717,18.97842019543974,2.4980320304017374,91.24036373507057,6.597991313789359
399,Italy,"Meat, cattle",2006,78.09716257128775,21.560092938111666,2.8056748574244876,110.48524959515595,8.253326761951701
400,Italy,"Meat, cattle",2007,78.98114673068775,19.668832085863578,3.060443440192063,109.54116650190652,9.847620392599914
401,Italy,"Meat, cattle",2008,73.10627230722407,20.016808233959548,3.400174307611432,119.6454361840467,12.321473037655977
402,Italy,"Meat, cattle",2009,75.04155223709807,21.358636571690127,3.097822977457375,118.3070860510356,10.214412404165236
403,Italy,"Meat, cattle",2010,74.60321891707031,21.842153017211295,3.486438950850794,113.55504683203284,11.244364103351527
404,Italy,"Meat, cattle",2011,72.21561295352497,20.879907021064636,3.794738893781673,123.58373157385617,14.609098652960455
405,Italy,"Meat, cattle",2012,69.76378468934372,19.43419039988346,3.352028552698667,113.35829266516134,13.128997013620802
406,Italy,"Meat, cattle",2013,61.784446074834925,18.919369038884813,3.3649303008070435,111.48495964783565,12.98114453411592
407,Italy,"Meat, cattle",2014,52.77571797599149,20.13774502355265,3.711062148609634,111.26067466950312,12.935648077799726
408,Italy,"Meat, cattle",2015,59.61892622634222,19.468752414059484,4.187562765546543,91.11819235225956,12.648976438779451
409,Italy,"Meat, cattle",2016,61.76116141117702,18.222525757102716,4.318997814548861,84.3499063378083,12.468857321261318
410,Italy,"Meat, cattle",2017,57.67948874874577,17.541322426806232,4.009255787010869,84.9585664756829,13.337236689153842
411,Italy,"Meat, cattle",2018,64.99237009075576,17.197172917837925,3.9529355071881778,88.68556742430327,14.112440767809815
412,Italy,"Meat, cattle",2019,59.30190114068441,16.195741444866922,3.7092015209125475,77.3225855513308,11.74235741444867
413,Mexico,"Meat, cattle",1961,3.7938890923145774,0.00028479596403433827,0.0,0.00015256926644696692,0.0
414,Mexico,"Meat, cattle",1962,4.497499465262429,0.00027500789374509824,0.0,0.000488902922213508,0.0
415,Mexico,"Meat, cattle",1963,4.68682791588947,0.00010192744804248336,0.0,0.00016308391686797337,0.0
416,Mexico,"Meat, cattle",1964,4.892859692602678,0.00018358167854848087,0.0,0.0003059694642474681,0.0
417,Mexico,"Meat, cattle",1965,4.9980097776054055,0.0005205197032017065,0.0,0.0003674256728482634,0.0
418,Mexico,"Meat, cattle",1966,5.0996793104152625,0.0006740609105950119,0.0019813305553853383,0.0007047000428947852,0.0014298261739894194
419,Mexico,"Meat, cattle",1967,5.201913347438138,0.0014002596101759012,0.0,0.001471805721644743,0.0
420,Mexico,"Meat, cattle",1968,5.304339821415786,0.0013501212040626374,0.00010228190939868466,0.0011046446215057942,0.00011251010033855312
421,Mexico,"Meat, cattle",1969,5.360099888444258,0.0009108679855489259,0.0,0.001258840024972111,0.0
422,Mexico,"Meat, cattle",1970,5.23510011778563,0.001147129615404312,0.0,0.0017002099656885337,0.0
423,Mexico,"Meat, cattle",1971,5.115042604551363,0.0007117951680455549,0.0,0.0009284284800594194,0.0
424,Mexico,"Meat, cattle",1972,5.156469377251673,0.0010396294390118373,0.0025630468347915595,0.0004323211528564076,0.0035306227483273287
425,Mexico,"Meat, cattle",1973,4.894034907597536,0.0009342915811088295,0.002731006160164271,0.0003593429158110883,0.004034907597535935
426,Mexico,"Meat, cattle",1974,5.038543941117979,0.0002767783005812344,0.002091213826613771,0.0002767783005812344,0.003116318643581306
427,Mexico,"Meat, cattle",1975,5.83894578220623,0.0010148537687978596,5.125524084837675e-05,0.001055857961476561,7.175733718772744e-05
428,Mexico,"Meat, cattle",1976,6.949564843005198,0.000615062890180521,0.0036801262929134506,0.0003587866859386372,0.005761089071357546
429,Mexico,"Meat, cattle",1977,7.651642913494738,0.0008094179362916363,0.011454800668025943,0.00032786549318142234,0.011188409954816037
430,Mexico,"Meat, cattle",1978,7.459092853214933,0.0015988105664066477,0.0014053239373510661,0.0024949591641377626,0.0016191775799914458
431,Mexico,"Meat, cattle",1979,6.656135839506929,0.0014694177432192494,0.05816445233576195,0.0009898161186962999,0.10204289883467009
432,Mexico,"Meat, cattle",1980,7.544866571603178,0.011743735995111021,0.000264819718883683,0.024465267875331025,0.00033611733550621307
433,Mexico,"Meat, cattle",1981,8.510589552998676,0.0918847367885144,0.00021382751247327157,0.21201506974849813,0.0007840342124019957
434,Mexico,"Meat, cattle",1982,8.767126074352845,0.076509179677567,0.0,0.14218583125667497,4.068555154350811e-05
435,Mexico,"Meat, cattle",1983,9.347604434765392,0.039596119580281135,0.0,0.07713324094238765,0.0
436,Mexico,"Meat, cattle",1984,9.155803664221873,0.002236937177697934,0.0,0.004810404727261929,0.0
437,Mexico,"Meat, cattle",1985,9.136599792970868,0.10366244392961009,0.0,0.22908266377483116,0.0
438,Mexico,"Meat, cattle",1986,12.301298291617787,0.006792125471949212,0.0,0.016610640667974488,0.0
439,Mexico,"Meat, cattle",1987,12.40948805460751,0.04502194051682106,0.0,0.07307654802535349,0.0
440,Mexico,"Meat, cattle",1988,12.333698848143152,0.2133215592279551,0.007054759293941834,0.462256552580761,0.047190226198678326
441,Mexico,"Meat, cattle",1989,11.175204228736185,0.32141278231619413,0.010956271023546372,0.7224026910139356,0.05453147525228256
442,Mexico,"Meat, cattle",1990,10.593517893315328,0.2897452235356773,0.002434594059970899,0.6553622885184164,0.00983347757035121
443,Mexico,"Meat, cattle",1991,11.197759858319046,0.583831037926032,0.00018840552404996515,1.443054430355898,0.0006499990579723798
444,Mexico,"Meat, cattle",1992,11.746376333857615,0.37879201710351584,0.00016952824057940986,1.0700528363016473,0.001045424150239694
445,Mexico,"Meat, cattle",1993,11.833471463552458,0.2414861555848559,0.0008287813147485402,0.48446976831795063,0.001544546995667734
446,Mexico,"Meat, cattle",1994,12.851596195498635,0.2033053959883228,0.0003484320557491289,0.47804878048780486,0.0005650249552688577
447,Mexico,"Meat, cattle",1995,13.299458543245915,0.05415509204764819,0.0007344978577145816,0.11726540797589341,0.0013842459626159423
448,Mexico,"Meat, cattle",1996,12.510083717430158,0.11644247954096511,0.0006490452450380962,0.20687611701627318,0.001401561471169222
449,Mexico,"Meat, cattle",1997,12.60531464584705,0.24301570877622047,0.00101589690527702,0.47524221616028595,0.004082400526761358
450,Mexico,"Meat, cattle",1998,12.976891605925228,0.36434516811662354,0.000771220315071714,0.566545967552316,0.00438278861979779
451,Mexico,"Meat, cattle",1999,13.163563004345127,0.2908789947896093,0.0020879182890356073,0.5582642063088991,0.010702932490641987
452,Mexico,"Meat, cattle",2000,13.247606508041004,0.2899746073544625,0.0022665287313081914,0.6084171917614972,0.011313834289476158
453,Mexico,"Meat, cattle",2001,13.558151102768653,0.2537587986860629,0.005358986391365556,0.5940685124354763,0.027010793054903802
454,Mexico,"Meat, cattle",2002,13.773571093383389,0.25403097137494135,0.005903331769122478,0.631553261379634,0.028822149225715625
455,Mexico,"Meat, cattle",2003,14.113186297512904,0.15632097606757392,0.009375879868606288,0.4593430314406382,0.051393711872360394
456,Mexico,"Meat, cattle",2004,14.48559632166651,0.004447780801351224,0.027418598104532232,0.015482781270526415,0.15174063995495918
457,Mexico,"Meat, cattle",2005,14.616749554283569,0.008604672984892559,0.05732382471614901,0.02353382753120015,0.28341934878483627
458,Mexico,"Meat, cattle",2006,15.135516561884208,0.04313596697006662,0.08848644083700855,0.1215351412217322,0.4732194801538895
459,Mexico,"Meat, cattle",2007,15.323711340206186,0.08149015932521086,0.10767572633552015,0.25074976569821933,0.59514526710403
460,Mexico,"Meat, cattle",2008,16.13019205650428,0.09990808378888298,0.10084659668134101,0.3486623772434812,0.5404673213681003
461,Mexico,"Meat, cattle",2009,16.604516857871875,0.06696402485343098,0.13472663173681854,0.22314524454139967,0.6573206599014433
462,Mexico,"Meat, cattle",2010,17.137701729743533,0.04994744958598132,0.20826662213796693,0.2101623660455568,1.0031039123046548
463,Mexico,"Meat, cattle",2011,17.80395175776238,0.036665284933183315,0.2745405736167861,0.21043800951422198,1.3287538737885158
