id,created_at,favorite_count,retweet_count,text
1448573956877869056,2021-10-14 08:58:39+00:00,10,4,"We’re delighted to be shortlisted for 2️⃣ Social Media Awards🏆

🌟Best Facebook for a State organisation
🌟Best Twitter for a State body 

🎉 Congratulations and best of luck to all #Sockies21 nominees at the @socmediaawards final on Thursday, October 28 ➡️https://t.co/qfd7HmCOwd https://t.co/LIiHzDBGvd"
1448569090654842883,2021-10-14 08:39:18+00:00,3,1,"📢Reminder

Minister @McConalogue continues his #CAP tour today in #Mayo and #Sligo, and will first visit Balla mart at 2.30pm and later at Ballymote mart at 7.30pm.

📍Learn more on #FutureofCAP at https://t.co/KhlCxfHa97 https://t.co/i3vi7Uctfb"
1448543148263809028,2021-10-14 06:56:13+00:00,3,2,"📢Reminder #jobfairy

We are recruiting #veterinary inspectors nationwide to provide critical skills and expertise in animal health and welfare, veterinary public health and food safety.

📆Deadline to apply is today.

➡️Apply on https://t.co/cwvKMtaAfG at https://t.co/cfS7SjUXGX https://t.co/J1c9SUO3aA"
1448394612964352001,2021-10-13 21:06:00+00:00,2,0,"Minister @martinheydonfg has welcomed #Budget2022, and its significant allocation to the area of farm safety. For the first time, the Department of will have a dedicated budget for #farmsafety of €2 million.

https://t.co/CUYsjSdbmZ https://t.co/GDbw1ssKva"
1448379010363232257,2021-10-13 20:04:00+00:00,24,15,"Minister @pippa_hackett said #Budget2022 was 'a fair, climate and biodiversity friendly, and also a budget which would protect farm families, farm profitability, and farm safety and sustainability'. https://t.co/zbVGOXExLi"
1448363155789385733,2021-10-13 19:01:00+00:00,4,1,"Speaking on #Budget2022, Minister @McConalogue said 'farmers can have confidence that this budget protects farm family income and supports action to improve safety and sustainability on farms', he added that we have succeeded in maintaining all of the crucial farm schemes. https://t.co/zGVqHXcrMd"
1448297876120121352,2021-10-13 14:41:36+00:00,1,2,"Minister @McConalogue  takes his #CAP tour to Ballymote mart in #Sligo at 7.30pm on Thursday as part of the public consultation

If planning to attend, contact your local farming organisation or #Ballymote mart for details, including Covid restrictions

📍https://t.co/KhlCxfHa97 https://t.co/xO8IQNnpTT"
1448287597344722949,2021-10-13 14:00:45+00:00,0,0,"💼€7 million for Enterprise Ireland capital investment schemes to support the #meat and #dairy sector to invest in greater product and market diversification.
🐄🥛

📍https://t.co/DsDuKV3no9 https://t.co/5ByfUlXXsx"
1448264591054675969,2021-10-13 12:29:20+00:00,6,3,"🪴Minister @pippa_hackett said she was pleased to deliver 'good news' about supports for forestry, #organics, #horticulture, on farm #biodiversity and local #foodsystems, and said #Budget2022 will support all farmers transitioning towards the new #CAP🐝

📍https://t.co/rslslZSXr9 https://t.co/jO8PbVRJCq"
1448259722319106048,2021-10-13 12:09:59+00:00,6,3,"🚜🦺Minister @martinheydonfg has welcomed #Budget2022, and its significant allocation to the area of #farmsafety.

""This new funding will play a significant role in my drive to achieve a cultural change around safety on our farms,"" he said.
 
📍https://t.co/H8IdD2sXs2 https://t.co/YUGmVjDdvU"
1448259472514715648,2021-10-13 12:09:00+00:00,2,2,"Minister @McConalogue  takes his #CAP tour to Balla mart in #Mayo at 2.30pm on Thursday as part of the public consultation

If planning to attend, contact your local farming organisation or #Balla mart for details, including Covid restrictions

📍https://t.co/KhlCxfpyKx https://t.co/ZCz78OA1JU"
1448245946467422212,2021-10-13 11:15:15+00:00,3,1,"💶A tax package that protects the stamp duty relief for young, trained farmers, and stock relief, and extends the excise relief currently available to micro-breweries to cider producers🍎

#Budget2022 https://t.co/okFXDCbhTx"
1448244040160399363,2021-10-13 11:07:40+00:00,3,1,"🥕€21 million to support organic farming.

#Budget2022 https://t.co/Gg9roGw3ea"
1448243728808873984,2021-10-13 11:06:26+00:00,2,0,"🚜🦺An additional €2 million to support farm safety initiatives.

#Budget2022 

https://t.co/CUYsjSuMLz #farmsafety https://t.co/aiwr5WzB35"
1448243387497390087,2021-10-13 11:05:05+00:00,0,0,"An extra €1.5 million to support the work of the #animal welfare organisations, which is meeting the commitment in the Programme for Government to double this funding.

#Budget2020 https://t.co/OE3gHqeJDK"
1448242965927899138,2021-10-13 11:03:24+00:00,1,1,"🌱€15 million for the continuation of the soil sampling scheme.

#Budget2022 https://t.co/4aCR2CUuZS"
1448241379587600384,2021-10-13 10:57:06+00:00,4,3,"Ongoing access to flexible loan schemes through the Strategic Banking Corporation of Ireland for #farmers, #fishers and #food and #drink small and medium-sized enterprises(#SMEs).

#Budget2020 https://t.co/b0qOYHeo20"
1448236424126423047,2021-10-13 10:37:25+00:00,0,0,"🌱An innovative initiative to grant aid and support for the planting of multi-species swards.

#Budget2022 https://t.co/EkP5xS8NVU"
1448236186066112515,2021-10-13 10:36:28+00:00,1,0,"🍲✅€4 million for the establishment of a Food Ombudsman’s Office.

#Budget2022 https://t.co/nZb29wmFOT"
1448235847397134339,2021-10-13 10:35:07+00:00,5,3,"🎣⚓️€157 million for fisheries and coastal communities that depend on fishing.

#Budget2022 https://t.co/DoGrdH2bMY"
1448224755098832899,2021-10-13 09:51:02+00:00,3,1,"💼Ministers @McConalogue, @pippa_hackett and @martinheydonfg speaking at our #Budget2022 press conference now. https://t.co/2ANPNvS0An"
1448210770660106244,2021-10-13 08:55:28+00:00,0,0,"What does #Budget2022 mean for you?

Here are some of the key measures 🔽

💼For more see https://t.co/DsDuKV3no9 https://t.co/zHJ9eGDTmT"
1448200782709407746,2021-10-13 08:15:47+00:00,1,0,"Minister @martinheydonfg  said:
“This is the first time a dedicated budget has been provided for specific farm safety initiatives aimed at reducing the rate of serious and fatal incidents on farms. I'm determined to drive change of culture on our farms to make them safer places.” https://t.co/87qfgzd4W4"
1448200780415184899,2021-10-13 08:15:46+00:00,3,2,"Commenting on the allocations to her areas of responsibility, Minister @pippa_hackett  said:

“This budget supports nature-friendly farming practices and prioritises action on climate and biodiversity."" 🌏🐝

📍https://t.co/5qtao1KoaI 

#Budget22 https://t.co/evtY6n3fzh"
1448200774996082689,2021-10-13 08:15:45+00:00,4,1,"Under #Budget2022, Minister @McConalogue has announced increased funding for #agriculture, #food and #fisheries with €1.85 billion in funding allocated.

📍https://t.co/tQFncfU2qi

#Budget2022💼🧵 https://t.co/bcgT74xDMx"
1447879841886392320,2021-10-12 11:00:29+00:00,2,1,"Minister @McConalogue takes his #CAP tour to Maam Cross mart in #Galway at 7.30pm tomorrow as part of the public consultation

If planning to attend, contact your local farming organisation or #MaamCross mart for details, including Covid restrictions

📍https://t.co/KhlCxfHa97 https://t.co/EOMGUB0LSE"
1447565525937180676,2021-10-11 14:11:30+00:00,13,5,"Update: More than 15,500 Irish farmers applied to our new pilot #soil sampling and analysis programme. 🌱

📍Learn more in the new scheme aimed at putting soil carbon, soil health and fertility at the centre of our future agricultural model: https://t.co/uPuANLGhZ6 https://t.co/taj3gm96DK"
1447560650536984584,2021-10-11 13:52:08+00:00,1,1,"Minister @McConalogue said the departure of the UK from the European Union and the Trade and Cooperation Agreement have had ‘some profoundly damaging effects for Ireland’s fishing sector and the coastal communities that depend on #fishing’.

📕Read report: https://t.co/srB5zQb0bc"
1447559844337176580,2021-10-11 13:48:55+00:00,4,1,"The final report of the Seafood Sector Task Force is now available

This Taskforce examined the impacts on the fishing sector and coastal communities of the Trade and Cooperation Agreement between the EU and the UK

📍https://t.co/nE10dcmj7O https://t.co/7PDdO4U4Yh"
1447549491356307456,2021-10-11 13:07:47+00:00,11,0,"Results of testing under the National Residue Control Plan in 2020 shows that the rate of compliance remained high at 99.88% for samples taken across all eight food producing species, milk, eggs and honey

📍 https://t.co/uqiJf58srL https://t.co/we9b6TthdO"
1447523836723875840,2021-10-11 11:25:51+00:00,1,0,"Following the official launch of Bioeconomy Ireland Week and the bioeconomy interactive map, there will be a discussion and workshop focusing on current opportunities and future education needs to help drive bioeconomy policy development."
1447523834341597188,2021-10-11 11:25:50+00:00,4,3,"Join us for the Bioeconomy Ireland Week 2021 launch event with ministers @martinheydonfg and @smytho.

🗓Tune in at 9.30am, Monday, October 18

📍 https://t.co/5EvmZ03mFH

#BioeconomyWeek #circulareconomy https://t.co/FySZVcHDO0"
1447472036381532160,2021-10-11 08:00:00+00:00,4,4,"#jobfairy  

We have a vacancy for the role of laboratory analyst

Responsibilities include laboratory analysis, techniques, recording sample information and support maintenance

🗓️Closing date is Tuesday, November 2
 
📍https://t.co/R8KJ8X10E6 https://t.co/rZ4jHeCHht"
1446573614912847872,2021-10-08 20:30:00+00:00,3,4,"Having listened to survivors and families impacted by farm incidents, Minister @martinheydonfg said the Acceleration of Wear and Tear Allowances for Farm Safety Equipment Scheme will not leave them behind.

Full details are available on https://t.co/CUYsjSdbmZ #farmsafety @TheHSA https://t.co/4Nrhftr4Mh"
1446501891236515841,2021-10-08 15:45:00+00:00,3,2,"📢Final reminder 

🌱More than 14,100 farmers have already applied to our pilot #soil sampling and analysis programme.

🕛Aimed at putting soil carbon, soil health and fertility at the centre of our future agricultural model, apply by midnight.

📍https://t.co/59iHfeRwtE https://t.co/2REMGs4VyZ"
1446495093259706404,2021-10-08 15:17:59+00:00,0,0,"📢Reminder

Minister @McConalogue  takes his #CAP tour to Carrigallen mart in #Leitrim at 7pm as part of the public consultation. https://t.co/FWN97eCom2"
1446493451969830933,2021-10-08 15:11:28+00:00,3,0,"Following the official launch of Bioeconomy Ireland Week and the bioeconomy interactive map, there will be a discussion and workshop focusing on current opportunities and future education needs to help drive bioeconomy policy development."
1446493449734266908,2021-10-08 15:11:27+00:00,9,5,"Join us for the Bioeconomy Ireland Week 2021 launch event with ministers @martinheydonfg and @smytho.

🗓Tune in at 9.30am, Monday, October 18

📍 https://t.co/5EvmZ03mFH

#BioeconomyWeek #circulareconomy https://t.co/uujA1h3eqx"
1446456745052811268,2021-10-08 12:45:36+00:00,0,0,"Minister @pippa_hackett said landowners should 'actively look after their roadside trees and are able to recognise damage to their trees and take appropriate action where significant tree damage and possible risk to people or property are identified'.

📕https://t.co/Iy6TrZweKZ https://t.co/NVsFA133Fn"
1446456735221288976,2021-10-08 12:45:34+00:00,0,0,"A roadside trees guide called A Guide for Landowners to Managing Roadside Trees has been launched by Minister @pippa_hackett. 📕🌳

This free document is produced by @3CounciI and guides the landowner through owning and managing roadside trees.🌳🛣🌳

📍 https://t.co/hAlMGUR2Hj https://t.co/59ILSKReiE"
1446444959427608576,2021-10-08 11:58:46+00:00,8,5,"Speaking at the event, Minister @McConalogue said: 

“I have no doubt enhanced co-operation, particularly in the field of research partnerships, will be of benefit to farmers in both of our countries.”

🇮🇪🇳🇿🔬 https://t.co/lvPAhb7jnB"
1446444439031910414,2021-10-08 11:56:42+00:00,42,11,"A statement on joint cooperation in agriculture between Ireland and New Zealand was signed by Minister @McConalogue and New Zealand’s Minister for Agriculture @DamienOConnorMP at a meeting in @teagasc today. 🇮🇪 🤝 🇳🇿

📍 https://t.co/ZAkFK4XozK https://t.co/29sZp6MgBT"
1446423573732765697,2021-10-08 10:33:47+00:00,0,0,"August Nitrogen and Phosphorous statements are now available on https://t.co/fBFpQLSZMu

Stay under 170kg limit to avoid penalties

📍For more on nitrates, visit: https://t.co/FcUF20JJNQ

📧nitrates@agriculture.gov.ie

☎️(053) 9163425 https://t.co/0P6W0fV55r"
1446415077096128514,2021-10-08 10:00:02+00:00,1,0,"It’s an EU requirement for all eggs to contain a stamp

🥚Sale of unstamped/ungraded eggs to catering or retail premises is not permitted

🐓Unstamped eggs can only be used when produced by your own flock of less than 50 hens

#WorldEggDay

📍https://t.co/DoeKP8ybcB https://t.co/wSGiW7lc4W"
1446399983133941760,2021-10-08 09:00:03+00:00,1,1,"#DYK you can find out exactly where each egg you buy comes from and how it was produced? 🥚

Every egg is individually stamped with a code making it fully traceable back to its farm 🐓

#WorldEggDay

📍Learn more: https://t.co/QpbFQecyu4 https://t.co/1aE8VT3ij5"
1446384877436215300,2021-10-08 08:00:01+00:00,1,0,"It’s #WorldEggDay 🍳

Eggs are healthy, nutritious and versatile food with many benefits 🐓

➡️https://t.co/pBpBK3eVlB https://t.co/py3SARZev4"
1446192854800338951,2021-10-07 19:17:00+00:00,3,3,"The @teagasc Signpost programme supports climate action by Irish farmers with the goal of reducing gas emissions from Irish agriculture while creating more profitable and sustainable farming.

Tune in every Friday at 9.30am.

📍https://t.co/1MveOrfIfU https://t.co/VpCvl431iu"
1446133003709681672,2021-10-07 15:19:10+00:00,7,3,"Minister @PippaHackett today met members of a @KPMG team who will conduct a major review of the #horticulture industry in Ireland. 🌱

📍https://t.co/vCqx9w0Ewy https://t.co/Cnrw6XrOLQ"
1446077174570749953,2021-10-07 11:37:19+00:00,3,1,"📢Reminder

🇮🇪Tune into Ireland’s report on #foodsystems by @FAO at 3pm⬇️ https://t.co/N7MuJupOvY"
1446052691294121986,2021-10-07 10:00:02+00:00,5,2,"We are proud to support @EasyTreesIE in the planting of 30,000 trees throughout Ireland on #SPARNationalTreeDay https://t.co/PZJCRFUXFE"
1446037587966189571,2021-10-07 09:00:01+00:00,2,1,"Celebrate #SPARNationalTreeDay by planting a native wild cherry sapling to plant at your school.

📍You can also take the Forest Pledge, download your free tree poster and more at: https://t.co/p0U0OBAhjS

@TheTreeCouncil @SPARIreland https://t.co/yi1un0iUI6"
1446022488517844998,2021-10-07 08:00:01+00:00,0,1,"We are proud to support #SPARNationalTreeDay today, when primary children all over Ireland get a chance to learn about trees and nature in their local area 🌳

📍To learn more, go to https://t.co/p0U0OBiFVi https://t.co/T7f7tWmuZi"
1446021171212963845,2021-10-07 07:54:47+00:00,2,3,"Minister @martinheydonfg has urged food business operators to continue to prepare for the introduction of import controls on export of certain food and agricultural goods to Great Britain. 

#Brexit @BrexitReadyIRL 

📍https://t.co/U5J6XEWEg3 https://t.co/I0wwafewP2"
1445773580977913860,2021-10-06 15:30:57+00:00,1,2,"Minister @McConalogue said: ""This scheme reflects how the Department is working with all arms of the government to drive change in relation to safety behaviour, while supporting those farmers who have suffered serious injury.""

✉️Apply: acafarmsafetyequipment@agriculture.gov.ie"
1445773256879796232,2021-10-06 15:29:40+00:00,0,0,"Minister @martinheydonfg said the scheme is 'supporting farmers and helping those who have suffered serious physical injury to get back to work. This is more than just about enabling people to getting back to farming, but also about improving their physical and mental wellbeing.'"
1445773118966886400,2021-10-06 15:29:07+00:00,4,2,"The Acceleration of Wear and Tear Allowances for Farm Safety Equipment Scheme has been announced following the signing of the commencement order to allow for accelerated capital allowances on qualifying farm safety and adaptation equipment.

📍https://t.co/f7MKqg9MVC https://t.co/GaUWDMvg8o"
1445759784347529225,2021-10-06 14:36:08+00:00,3,3,"Minister @McConalogue  takes his #CAP tour to Carrigallen mart in #Leitrim at 7pm on Friday as part of the public consultation

If planning to attend, contact your local farming organisation or #Carrigallen mart for details, including Covid restrictions

📍https://t.co/KhlCxfpyKx https://t.co/iPbGlYXHdu"
1445709066685206532,2021-10-06 11:14:36+00:00,9,9,"📢Two days left to deadline 

🌱More than 11,600 farmers have already applied to our pilot #soil sampling and analysis programme.

Aimed at putting soil carbon, soil health and fertility at the centre of our future agricultural model, apply by Friday.📆

➡️https://t.co/n5mvOJReDN https://t.co/W8Ydb3AHRs"
1445421667098976265,2021-10-05 16:12:34+00:00,2,0,"📢Reminder

Minister McConalogue is continuing his #CAP tour in New Ross mart in #Wexford at 7pm as part of the public consultation process.

If planning to attend tonight, contact your local farming organisation or #NewRoss mart for details, including Covid restrictions. https://t.co/faRpQcEwmX"
1445380743505620994,2021-10-05 13:29:57+00:00,6,2,"🗓 Tune into a webinar moderated by @FAO’s Jamie Morrison on National processes shaping #foodsystems transformations : Lessons from Costa Rica 🇨🇷, Ireland 🇮🇪 and Rwanda 🇷🇼 where Ireland will present a report.

🕒Watch at 3pm, Thursday, October 7

📍Sign up https://t.co/5KDypKjSRd https://t.co/VdEv9z3HQA"
1445358118997831684,2021-10-05 12:00:03+00:00,1,1,"Minister @McConalogue said: 

“Total food waste equates to an annual cost well in excess of €300 million for the food service sector as a whole so this e-tool is a vital resource for any food business.” https://t.co/YaN26e19bZ"
1445358109791334402,2021-10-05 12:00:01+00:00,3,4,"Savour Food E-Tool has been launched today as part of the Savour Food programme for Irish Food Service businesses to tackle food waste.

The free online facility allows businesses assess how much #foodwaste is costing and how to reduce it.

📍https://t.co/hfJZr9Xepb https://t.co/m5grYibA0o"
1445341226731978757,2021-10-05 10:52:56+00:00,0,0,"Minister @McConalogue said these projects will ‘help deliver on climate action and biodiversity through increased information and understanding.’

Minister @pippa_hackett said: ""Our soil is one of the most important tools we have to address the climate and biodiversity crisis""."
1445341224039329793,2021-10-05 10:52:55+00:00,13,4,"We’re investing in two key projects that support the storing of carbon in our soils

One will establish the extent of peat soil in agricultural management, the other will monitor soil moisture levels to better understand carbon loss from soils

📍https://t.co/YFN6A9Rrt8 https://t.co/4cG6aLYxH9"
1445312006647697411,2021-10-05 08:56:49+00:00,2,1,"Minister McConalogue takes his #CAP tour today to New Ross mart in #Wexford at 7pm as part of the public consultation process.

If planning to attend, contact your local farming organisation or #NewRoss mart for details, including Covid restrictions.

📍https://t.co/KhlCxfHa97 https://t.co/ZcTgDWedQy"
1445306998699044866,2021-10-05 08:36:55+00:00,7,6,"@SophieHealyThow, @TreasaCadogan, Bertha Kasonde and @TaeSavesLives will be delivering a youth national statement today @World_FoodForum, a youth-led movement and network to transform our #foodsystems to achieve the Sustainable Development Goals #SDGs 🇮🇪
📽https://t.co/yylIEziNRy https://t.co/aiLO7XT98w"
1445095764468936710,2021-10-04 18:37:33+00:00,3,2,"As the agri-food sector requires access to finance to to achieve the ambition of #FoodVision2030, Minister @martinheydonfg said the Government will continue to monitor access to finance and consult with stakeholders on their requirements.

https://t.co/3QaCqCWY6v"
1445095762023567361,2021-10-04 18:37:32+00:00,1,1,"As #forestry is a priority of the NDP, Minister @pippa_hackett said: “This National Development Plan will ensure a publicly funded capital programme for afforestation beyond the lifetime of the current Forestry Programme 2014–2020; and I welcome that.”
#Ireland2040 🌳 https://t.co/y9cyfg3Vez"
1445095758848565260,2021-10-04 18:37:32+00:00,0,0,"Minister @McConalogue said 'investment will increase environmental efficiency in the sector through the adoption of new technologies', support young farmers in accessing finance to invest in and develop their farm enterprise, and improve animal health and welfare, and farm safety https://t.co/vrkMItHVjc"
1445095755669200899,2021-10-04 18:37:31+00:00,0,0,"The three ministers have welcomed the publication of the revised National Development Plan(#NDP) that will support economic, social and environmental development across the country. 

#Ireland2040 

📍https://t.co/2pOcUufKJy https://t.co/NZHp7TP6CP"
1445058851510931468,2021-10-04 16:10:52+00:00,5,1,"📢Reminder

Minister @McConalogue continues his #CAP public consultation tour to Kilmallock mart in #Limerick at 7.30pm.

If planning to attend, contact your local farming organisation or #Kilmallock mart for details, including Covid restrictions.

📍https://t.co/XXZd79aOax https://t.co/1EjR1Cfo6z"
1445049085615030272,2021-10-04 15:32:04+00:00,5,4,"@SophieHealyThow, @TreasaCadogan, Bertha Kasonde and @TaeSavesLives will be delivering a youth national statement today @World_FoodForum - a youth-led movement and network to transform our #foodsystems to achieve the Sustainable Development Goals #SDGs 🇮🇪
https://t.co/egCAydDvBr"
1444985120281268237,2021-10-04 11:17:53+00:00,11,6,"📢Update🌱

Almost 10,000 farmers have now applied to our pilot #soil sampling and analysis programme.

⬇️Apply by the deadline on Friday ⬇️ https://t.co/7JL72VIqrt"
1444968801334857731,2021-10-04 10:13:03+00:00,1,1,"📢Reminder

Minister @McConalogue takes his #CAP tour to Ennis mart in #Clare at 3.45pm as part of the public consultation process.

If planning to attend, contact your local farming organisation or #Ennis mart for details, including Covid restrictions.

📍https://t.co/XXZd79aOax https://t.co/MFMQxoXMQz"
1444684918768893956,2021-10-03 15:25:00+00:00,5,3,"Minister @McConalogue takes his #CAP tour on Tuesday to New Ross mart in #Wexford at 7pm as part of the public consultation process

If planning to attend, contact your local farming organisation or #NewRoss mart for details, including Covid restrictions
📍https://t.co/KhlCxfpyKx https://t.co/Ve2tpqomNs"
1444275722432909317,2021-10-02 12:19:00+00:00,4,3,"#ICYMI on #WorldMaritimeDay⚓️⛴
Watch back video on Ireland’s two marine research vessels, the #RVCelticExplorer and #RVCelticVoyager, who both undertook 525 survey days and facilitated 3,587 days of scientific research at sea last year. https://t.co/5N0jUTNg5I"
1443958795294674944,2021-10-01 15:19:38+00:00,2,2,"Minister @McConalogue continues his #CAP tour later on Monday at Kilmallock mart in #Limerick at 7.30pm as part of the public consultation process.

If planning to attend, contact your local farming organisation or #Kilmallock mart for details, including Covid restrictions https://t.co/CHLVcPy3q7"
1443956518836125711,2021-10-01 15:10:36+00:00,4,4,"Minister @McConalogue continues his #CAP tour at Ennis mart in #Clare at 3.45pm on Monday as part of the public consultation process

If planning to attend, contact your local farming organisation or #Ennis mart for details, including Covid restrictions

📍https://t.co/XXZd79aOax https://t.co/EynyHS1mov"
1443926766540763136,2021-10-01 13:12:22+00:00,17,11,"More than 7,800 farmers have already applied to our pilot #soil sampling and analysis programme.

📆Aimed at putting soil carbon, soil health and fertility at the centre of our future agricultural model, it remains open for another week

➡️Apply by Friday: https://t.co/n5mvOJzDMf https://t.co/shkn7Ytuwq"
1443872972754898944,2021-10-01 09:38:37+00:00,11,5,"For the first time next year, the World Potato Congress (#WPC) is coming to Ireland, and the theme is The Changing World of the Potato.

Potato professionals from all over the globe will gather in Dublin to gain a unique insight into the future of 🥔🇮🇪

📍https://t.co/tQgEJtlGbF https://t.co/e6b6hCFCBI"
1443857903807574018,2021-10-01 08:38:44+00:00,11,6,"With Irish potato purchases reaching the highest level in five years, up 17% since 2017, the tuber continues to play an important part in our diet.😋🥔🇮🇪

#NationalPotatoDay is an opportunity to celebrate Irish growers, who harvested just under 300,000 tonnes of potatoes in 2020. https://t.co/jsrpJMT9aI"
1443844902362755089,2021-10-01 07:47:04+00:00,31,11,"It’s National Potato Day and the latest figures show that Ireland still loves the humble spud.🥔
 
On @Bordbia's #NationalPotatoDay, we are urging everyone to support Irish growers and to buy Irish today.🇮🇪🥔

#ItAllStartsWithPotatoes #NationalPotatoDay https://t.co/CUmR7d5xXD"
1443655888196317187,2021-09-30 19:16:00+00:00,1,0,"The @teagasc Signpost programme supports climate action by Irish farmers with the goal of reducing gas emissions from Irish agriculture while creating more profitable and sustainable farming.

Tune in every Friday at 9.30am.

📍https://t.co/1MveOrxjEu https://t.co/66IoFV1c6s"
1443549831377588226,2021-09-30 12:14:34+00:00,7,4,"Minister @McConalogue has launched the report of the iNAP Animal Health Implementation Committee (AHIC) on the progress achieved in delivering the actions contained in Ireland’s first national action plan on antimicrobial resistance 2017-2020 (#iNAP).💊

📍https://t.co/o4eqKMz8he https://t.co/pPPqQbE2xr"
1443541167329759239,2021-09-30 11:40:08+00:00,7,6,"#jobfairy
We are recruiting #veterinary inspectors nationwide to provide critical skills and expertise in animal health and welfare, veterinary public health and food safety

Candidates qualified in veterinary medicine can apply by Thursday, October 14🩺
➡️https://t.co/cfS7SjUXGX https://t.co/nOpqrA7XLM"
1443517535727538177,2021-09-30 10:06:14+00:00,1,0,"📢Reminder 

Minister @McConalogue continues his #CAP tour in #Ardee mart in #Louth at 12.30pm today as part of the public consultation process.

📍https://t.co/XXZd79aOax https://t.co/ptu0J6HitU"
1443492647537106946,2021-09-30 08:27:20+00:00,8,3,"Minister @McConalogue has engaged with @teagasc to plan a fertiliser alternative strategy that aims to maintain farm output while reducing the use of chemical fertiliser and deal with the rising cost and availability of fertilisers internationally.

📍 https://t.co/5fqx2mUyud"
1443487244690591745,2021-09-30 08:05:52+00:00,6,1,"Our vessels enable critical research work to support high quality scientific surveys including #fisheries assessment, marine spatial planning, #marine protected areas and #climate change

⛴Follow the build of new #RVTomCrean at https://t.co/6sxD2S0OFF due to be completed in 2022 https://t.co/4chvIxOhHi"
1443485769876836357,2021-09-30 08:00:00+00:00,30,9,"Celebrating #WorldMaritimeDay today

Ireland’s two marine research vessels, the #RVCelticExplorer and #RVCelticVoyager, undertook 525 survey days and facilitated 3,587 days of scientific research at sea last year.

@MarineInst @RVMarineInst https://t.co/LpDvvRombE"
1443243594081574920,2021-09-29 15:57:41+00:00,0,1,"Minister @McConalogue continues his #CAP tour in Ardee mart in #Louth at 12.30pm tomorrow as part of the public consultation process

If planning to attend, contact your local farming organisation or #Ardee mart for details, including Covid restrictions

📍https://t.co/XXZd79aOax https://t.co/V37l85uCqa"
1443236174638854145,2021-09-29 15:28:12+00:00,1,0,"As Ireland generates more than a million tonnes of food waste each year, Minister @McConalogue marked International Day of Awareness of #FoodLoss and #FoodWaste by urging everyone to help achieve the ambition of our agri-food strategy #FoodVision2030.📕

📍https://t.co/BJFYYvNkXj"
1443219138860695560,2021-09-29 14:20:31+00:00,6,2,"Food Waste Reduction funding has been made available to the following successful projects:

@CleanTechCentre at Munster Technology University 
@FoodCloud 
@FoodieSave 
@Carlow_Co_Co’s Optimization+ programme

📍Check these @FAO #foodwaste tips on #FLWDay: https://t.co/OdgFkagc70"
1443217763581972482,2021-09-29 14:15:03+00:00,1,0,"Ireland generates more than 1 million tonnes of food waste each year. 

It is now more important than ever to continue to develop initiatives to help to address this issue on #FLWDay

📍https://t.co/TdC2nIRVwl"
1443179169551159298,2021-09-29 11:41:41+00:00,2,1,"Several projects are receiving funding of almost €180,000 this year from this Department, under the Rural Innovation and Development Fund, for initiatives aimed at reducing #foodwaste generated by food businesses, retailer/wholesalers, or suppliers in rural areas. 

💚🌏#FLWDay"
1443159763861319682,2021-09-29 10:24:34+00:00,12,7,"🌏💚 On International Day of Awareness of #FoodLoss and #FoodWaste, Minister @McConalogue is urging everyone to help achieve the ambition of #FoodVision2030, which provides a path forward to halve food waste in Ireland by 2030.

🔎See @Bordbia on #FLWDay
https://t.co/zqqruTgsnq https://t.co/RPkw348rrp"
1443127909242318851,2021-09-29 08:18:00+00:00,0,0,"@BunnaAgri @SoilAssociation @teagasc @AgriAware @aca_services @IFAmedia @farmfornature @TeagascSignpost Thank you for your query Trevor. 
A herd in a farm partnership can apply online without having to use a nominated person/agent. 
For any further clarification or information on the soil sampling pilot, please email: Soilsampling@agriculture.gov.ie"
1443104639461826562,2021-09-29 06:45:32+00:00,4,1,"📢Reminder

Minister @McConalogue continues his #CAP tour today in Devlin mart in #Westmeath at 11am and later in Ballybay mart in #Monaghan at 2.30pm as part of the public consultation.

#FutureofCAP https://t.co/gbxnDrYafR"
1442888574924374017,2021-09-28 16:26:58+00:00,1,3,"Minister @McConalogue continues his #CAP tour later tomorrow in Ballybay mart #Monaghan at 2.30pm as part of the public consultation.

If attending, contact your local farming organisation or #Ballybay mart for details, including Covid restrictions.

📍https://t.co/XXZd79aOax https://t.co/MnWcqWmVxE"
1442887643180802057,2021-09-28 16:23:16+00:00,1,1,"Minister @McConalogue continues his #CAP tour in Devlin mart in #Westmeath at 11am tomorrow as part of the public consultation

If attending, contact your local farming organisation or #Devlin mart for details, including Covid restrictions

📍Learn more at https://t.co/XXZd79aOax https://t.co/EH6WXaJXX1"
1442874073889980422,2021-09-28 15:29:21+00:00,1,1,Farmers will continue to receive the valuation of their animals by hard copy from their valuer but this portal aims to reduce the amount of time TB reactors spend on farm as it will expedite response time from farmers and eliminate the cost to farmers of forwarding forms by post.
1442874070106734598,2021-09-28 15:29:20+00:00,1,1,"Farmers will be able to complete their application for #TB compensation online via a new portal on https://t.co/migI6tZVIm from Thursday, Minister @McConalogue has announced.

📍https://t.co/ucGgCwTqnM https://t.co/lmJcHlu283"
1442842816703520768,2021-09-28 13:25:08+00:00,1,0,"📢Reminder

Minister @McConalogue continues his #CAP consultation tour in #Tullamore mart #Offaly at 7.30pm tonight. https://t.co/RbKQnNAa20"
