Statistic,Month,Meteorological Weather Station,UNIT,VALUE
Raindays (0.2mm or More),1976M06,Kilkenny,Number,10.0
Raindays (0.2mm or More),1976M06,Malin head,Number,18.0
Raindays (0.2mm or More),1976M06,Mullingar,Number,11.0
Raindays (0.2mm or More),1976M06,Roches Point,Number,11.0
Raindays (0.2mm or More),1976M06,Rosslare,Number,6.0
Raindays (0.2mm or More),1976M06,Shannon airport,Number,13.0
Raindays (0.2mm or More),1976M07,Belmullet,Number,22.0
Raindays (0.2mm or More),1976M07,Birr,Number,15.0
Raindays (0.2mm or More),1976M07,Valentia Observatory,Number,18.0
Raindays (0.2mm or More),1976M07,Casement,Number,13.0
Raindays (0.2mm or More),1976M07,Claremorris,Number,13.0
Raindays (0.2mm or More),1976M07,Clones,Number,14.0
Raindays (0.2mm or More),1976M07,Cork airport,Number,13.0
Raindays (0.2mm or More),1976M07,Dublin airport,Number,11.0
Raindays (0.2mm or More),1976M07,Galway,Number,
Raindays (0.2mm or More),1976M07,Kilkenny,Number,14.0
Raindays (0.2mm or More),1976M07,Malin head,Number,22.0
Raindays (0.2mm or More),1976M07,Mullingar,Number,13.0
Raindays (0.2mm or More),1976M07,Roches Point,Number,11.0
Raindays (0.2mm or More),1976M07,Rosslare,Number,11.0
Raindays (0.2mm or More),1976M07,Shannon airport,Number,14.0
Raindays (0.2mm or More),1976M08,Belmullet,Number,8.0
Raindays (0.2mm or More),1976M08,Birr,Number,4.0
Raindays (0.2mm or More),1976M08,Valentia Observatory,Number,4.0
Raindays (0.2mm or More),1976M08,Casement,Number,5.0
Raindays (0.2mm or More),1976M08,Claremorris,Number,7.0
Raindays (0.2mm or More),1976M08,Clones,Number,10.0
Raindays (0.2mm or More),1976M08,Cork airport,Number,7.0
Raindays (0.2mm or More),1976M08,Dublin airport,Number,2.0
Raindays (0.2mm or More),1976M08,Galway,Number,
Raindays (0.2mm or More),1976M08,Kilkenny,Number,2.0
Raindays (0.2mm or More),1976M08,Malin head,Number,10.0
Raindays (0.2mm or More),1976M08,Mullingar,Number,5.0
Raindays (0.2mm or More),1976M08,Roches Point,Number,5.0
Raindays (0.2mm or More),1976M08,Rosslare,Number,2.0
Raindays (0.2mm or More),1976M08,Shannon airport,Number,7.0
Raindays (0.2mm or More),1976M09,Belmullet,Number,18.0
Raindays (0.2mm or More),1976M09,Birr,Number,16.0
Raindays (0.2mm or More),1976M09,Valentia Observatory,Number,22.0
Raindays (0.2mm or More),1976M09,Casement,Number,15.0
Raindays (0.2mm or More),1976M09,Claremorris,Number,15.0
Raindays (0.2mm or More),1976M09,Clones,Number,16.0
Raindays (0.2mm or More),1976M09,Cork airport,Number,16.0
Raindays (0.2mm or More),1976M09,Dublin airport,Number,14.0
Raindays (0.2mm or More),1976M09,Galway,Number,
Raindays (0.2mm or More),1976M09,Kilkenny,Number,15.0
Raindays (0.2mm or More),1976M09,Malin head,Number,15.0
Raindays (0.2mm or More),1976M09,Mullingar,Number,16.0
Raindays (0.2mm or More),1976M09,Roches Point,Number,13.0
Raindays (0.2mm or More),1976M09,Rosslare,Number,15.0
Raindays (0.2mm or More),1976M09,Shannon airport,Number,16.0
Raindays (0.2mm or More),1976M10,Belmullet,Number,21.0
Raindays (0.2mm or More),1976M10,Birr,Number,20.0
Raindays (0.2mm or More),1976M10,Valentia Observatory,Number,25.0
Raindays (0.2mm or More),1976M10,Casement,Number,22.0
Raindays (0.2mm or More),1976M10,Claremorris,Number,22.0
Raindays (0.2mm or More),1976M10,Clones,Number,24.0
Raindays (0.2mm or More),1976M10,Cork airport,Number,24.0
Raindays (0.2mm or More),1976M10,Dublin airport,Number,24.0
Raindays (0.2mm or More),1976M10,Galway,Number,
Raindays (0.2mm or More),1976M10,Kilkenny,Number,20.0
Raindays (0.2mm or More),1976M10,Malin head,Number,27.0
Raindays (0.2mm or More),1976M10,Mullingar,Number,20.0
Raindays (0.2mm or More),1976M10,Roches Point,Number,25.0
Raindays (0.2mm or More),1976M10,Rosslare,Number,24.0
Raindays (0.2mm or More),1976M10,Shannon airport,Number,23.0
Raindays (0.2mm or More),1976M11,Belmullet,Number,23.0
Raindays (0.2mm or More),1976M11,Birr,Number,17.0
Raindays (0.2mm or More),1976M11,Valentia Observatory,Number,24.0
Raindays (0.2mm or More),1976M11,Casement,Number,15.0
Raindays (0.2mm or More),1976M11,Claremorris,Number,20.0
Raindays (0.2mm or More),1976M11,Clones,Number,14.0
Raindays (0.2mm or More),1976M11,Cork airport,Number,18.0
Raindays (0.2mm or More),1976M11,Dublin airport,Number,14.0
Raindays (0.2mm or More),1976M11,Galway,Number,
Raindays (0.2mm or More),1976M11,Kilkenny,Number,16.0
Raindays (0.2mm or More),1976M11,Malin head,Number,20.0
Raindays (0.2mm or More),1976M11,Mullingar,Number,16.0
Raindays (0.2mm or More),1976M11,Roches Point,Number,16.0
Raindays (0.2mm or More),1976M11,Rosslare,Number,16.0
Raindays (0.2mm or More),1976M11,Shannon airport,Number,18.0
Raindays (0.2mm or More),1976M12,Belmullet,Number,25.0
Raindays (0.2mm or More),1976M12,Birr,Number,15.0
Raindays (0.2mm or More),1976M12,Valentia Observatory,Number,24.0
Raindays (0.2mm or More),1976M12,Casement,Number,16.0
Raindays (0.2mm or More),1976M12,Claremorris,Number,22.0
Raindays (0.2mm or More),1976M12,Clones,Number,20.0
Raindays (0.2mm or More),1976M12,Cork airport,Number,19.0
Raindays (0.2mm or More),1976M12,Dublin airport,Number,17.0
Raindays (0.2mm or More),1976M12,Galway,Number,
Raindays (0.2mm or More),1976M12,Kilkenny,Number,17.0
Raindays (0.2mm or More),1976M12,Malin head,Number,25.0
Raindays (0.2mm or More),1976M12,Mullingar,Number,15.0
Raindays (0.2mm or More),1976M12,Roches Point,Number,19.0
Raindays (0.2mm or More),1976M12,Rosslare,Number,15.0
Raindays (0.2mm or More),1976M12,Shannon airport,Number,22.0
Raindays (0.2mm or More),1977M01,Belmullet,Number,21.0
Raindays (0.2mm or More),1977M01,Birr,Number,15.0
Raindays (0.2mm or More),1977M01,Valentia Observatory,Number,24.0
Raindays (0.2mm or More),1977M01,Casement,Number,17.0
Raindays (0.2mm or More),1977M01,Claremorris,Number,20.0
Raindays (0.2mm or More),1977M01,Clones,Number,14.0
Raindays (0.2mm or More),1977M01,Cork airport,Number,20.0
Raindays (0.2mm or More),1977M01,Dublin airport,Number,17.0
Raindays (0.2mm or More),1977M01,Galway,Number,
Raindays (0.2mm or More),1977M01,Kilkenny,Number,18.0
Raindays (0.2mm or More),1977M01,Malin head,Number,19.0
Raindays (0.2mm or More),1977M01,Mullingar,Number,16.0
Raindays (0.2mm or More),1977M01,Roches Point,Number,17.0
Raindays (0.2mm or More),1977M01,Rosslare,Number,16.0
Raindays (0.2mm or More),1977M01,Shannon airport,Number,16.0
Raindays (0.2mm or More),1977M02,Belmullet,Number,21.0
Raindays (0.2mm or More),1977M02,Birr,Number,23.0
Raindays (0.2mm or More),1977M02,Valentia Observatory,Number,23.0
Raindays (0.2mm or More),1977M02,Casement,Number,21.0
Raindays (0.2mm or More),1977M02,Claremorris,Number,22.0
Raindays (0.2mm or More),1977M02,Clones,Number,23.0
Raindays (0.2mm or More),1977M02,Cork airport,Number,24.0
Raindays (0.2mm or More),1977M02,Dublin airport,Number,23.0
Raindays (0.2mm or More),1977M02,Galway,Number,
Raindays (0.2mm or More),1977M02,Kilkenny,Number,21.0
Raindays (0.2mm or More),1977M02,Malin head,Number,20.0
Raindays (0.2mm or More),1977M02,Mullingar,Number,24.0
Raindays (0.2mm or More),1977M02,Roches Point,Number,23.0
Raindays (0.2mm or More),1977M02,Rosslare,Number,23.0
Raindays (0.2mm or More),1977M02,Shannon airport,Number,20.0
Raindays (0.2mm or More),1977M03,Belmullet,Number,25.0
Raindays (0.2mm or More),1977M03,Birr,Number,21.0
Raindays (0.2mm or More),1977M03,Valentia Observatory,Number,21.0
Raindays (0.2mm or More),1977M03,Casement,Number,20.0
Raindays (0.2mm or More),1977M03,Claremorris,Number,23.0
Raindays (0.2mm or More),1977M03,Clones,Number,21.0
Raindays (0.2mm or More),1977M03,Cork airport,Number,25.0
Raindays (0.2mm or More),1977M03,Dublin airport,Number,20.0
Raindays (0.2mm or More),1977M03,Galway,Number,
Raindays (0.2mm or More),1977M03,Kilkenny,Number,22.0
Raindays (0.2mm or More),1977M03,Malin head,Number,23.0
Raindays (0.2mm or More),1977M03,Mullingar,Number,20.0
Raindays (0.2mm or More),1977M03,Roches Point,Number,21.0
Raindays (0.2mm or More),1977M03,Rosslare,Number,23.0
Raindays (0.2mm or More),1977M03,Shannon airport,Number,20.0
Raindays (0.2mm or More),1977M04,Belmullet,Number,28.0
Raindays (0.2mm or More),1977M04,Birr,Number,23.0
Raindays (0.2mm or More),1977M04,Valentia Observatory,Number,24.0
Raindays (0.2mm or More),1977M04,Casement,Number,21.0
Raindays (0.2mm or More),1977M04,Claremorris,Number,27.0
Raindays (0.2mm or More),1977M04,Clones,Number,25.0
Raindays (0.2mm or More),1977M04,Cork airport,Number,18.0
Raindays (0.2mm or More),1977M04,Dublin airport,Number,24.0
Raindays (0.2mm or More),1977M04,Galway,Number,
Raindays (0.2mm or More),1977M04,Kilkenny,Number,18.0
Raindays (0.2mm or More),1977M04,Malin head,Number,27.0
Raindays (0.2mm or More),1977M04,Mullingar,Number,27.0
Raindays (0.2mm or More),1977M04,Roches Point,Number,15.0
Raindays (0.2mm or More),1977M04,Rosslare,Number,23.0
Raindays (0.2mm or More),1977M04,Shannon airport,Number,21.0
Raindays (0.2mm or More),1977M05,Belmullet,Number,9.0
Raindays (0.2mm or More),1977M05,Birr,Number,10.0
Raindays (0.2mm or More),1977M05,Valentia Observatory,Number,16.0
Raindays (0.2mm or More),1977M05,Casement,Number,9.0
Raindays (0.2mm or More),1977M05,Claremorris,Number,10.0
Raindays (0.2mm or More),1977M05,Clones,Number,10.0
Raindays (0.2mm or More),1977M05,Cork airport,Number,15.0
Raindays (0.2mm or More),1977M05,Dublin airport,Number,8.0
Raindays (0.2mm or More),1977M05,Galway,Number,
Raindays (0.2mm or More),1977M05,Kilkenny,Number,12.0
Raindays (0.2mm or More),1977M05,Malin head,Number,11.0
Raindays (0.2mm or More),1977M05,Mullingar,Number,12.0
Raindays (0.2mm or More),1977M05,Roches Point,Number,16.0
Raindays (0.2mm or More),1977M05,Rosslare,Number,7.0
Raindays (0.2mm or More),1977M05,Shannon airport,Number,12.0
Raindays (0.2mm or More),1977M06,Belmullet,Number,15.0
Raindays (0.2mm or More),1977M06,Birr,Number,12.0
Raindays (0.2mm or More),1977M06,Valentia Observatory,Number,11.0
Raindays (0.2mm or More),1977M06,Casement,Number,14.0
Raindays (0.2mm or More),1977M06,Claremorris,Number,12.0
Raindays (0.2mm or More),1977M06,Clones,Number,11.0
Raindays (0.2mm or More),1977M06,Cork airport,Number,12.0
Raindays (0.2mm or More),1977M06,Dublin airport,Number,14.0
Raindays (0.2mm or More),1977M06,Galway,Number,
Raindays (0.2mm or More),1977M06,Kilkenny,Number,12.0
Raindays (0.2mm or More),1977M06,Malin head,Number,15.0
Raindays (0.2mm or More),1977M06,Mullingar,Number,12.0
Raindays (0.2mm or More),1977M06,Roches Point,Number,12.0
Raindays (0.2mm or More),1977M06,Rosslare,Number,13.0
Raindays (0.2mm or More),1977M06,Shannon airport,Number,11.0
Raindays (0.2mm or More),1977M07,Belmullet,Number,18.0
Raindays (0.2mm or More),1977M07,Birr,Number,15.0
Raindays (0.2mm or More),1977M07,Valentia Observatory,Number,17.0
Raindays (0.2mm or More),1977M07,Casement,Number,14.0
Raindays (0.2mm or More),1977M07,Claremorris,Number,17.0
Raindays (0.2mm or More),1977M07,Clones,Number,17.0
Raindays (0.2mm or More),1977M07,Cork airport,Number,12.0
Raindays (0.2mm or More),1977M07,Dublin airport,Number,12.0
Raindays (0.2mm or More),1977M07,Galway,Number,
Raindays (0.2mm or More),1977M07,Kilkenny,Number,13.0
Raindays (0.2mm or More),1977M07,Malin head,Number,16.0
Raindays (0.2mm or More),1977M07,Mullingar,Number,15.0
Raindays (0.2mm or More),1977M07,Roches Point,Number,12.0
Raindays (0.2mm or More),1977M07,Rosslare,Number,6.0
Raindays (0.2mm or More),1977M07,Shannon airport,Number,12.0
Raindays (0.2mm or More),1977M08,Belmullet,Number,16.0
Raindays (0.2mm or More),1977M08,Birr,Number,13.0
Raindays (0.2mm or More),1977M08,Valentia Observatory,Number,16.0
Raindays (0.2mm or More),1977M08,Casement,Number,15.0
Raindays (0.2mm or More),1977M08,Claremorris,Number,14.0
Raindays (0.2mm or More),1977M08,Clones,Number,9.0
Raindays (0.2mm or More),1977M08,Cork airport,Number,14.0
Raindays (0.2mm or More),1977M08,Dublin airport,Number,14.0
Raindays (0.2mm or More),1977M08,Galway,Number,
Raindays (0.2mm or More),1977M08,Kilkenny,Number,16.0
Raindays (0.2mm or More),1977M08,Malin head,Number,9.0
Raindays (0.2mm or More),1977M08,Mullingar,Number,12.0
Raindays (0.2mm or More),1977M08,Roches Point,Number,13.0
Raindays (0.2mm or More),1977M08,Rosslare,Number,11.0
Raindays (0.2mm or More),1977M08,Shannon airport,Number,15.0
Raindays (0.2mm or More),1977M09,Belmullet,Number,17.0
Raindays (0.2mm or More),1977M09,Birr,Number,17.0
Raindays (0.2mm or More),1977M09,Valentia Observatory,Number,16.0
Raindays (0.2mm or More),1977M09,Casement,Number,17.0
Raindays (0.2mm or More),1977M09,Claremorris,Number,18.0
Raindays (0.2mm or More),1977M09,Clones,Number,15.0
Raindays (0.2mm or More),1977M09,Cork airport,Number,14.0
Raindays (0.2mm or More),1977M09,Dublin airport,Number,13.0
Raindays (0.2mm or More),1977M09,Galway,Number,
Raindays (0.2mm or More),1977M09,Kilkenny,Number,12.0
Raindays (0.2mm or More),1977M09,Malin head,Number,18.0
Raindays (0.2mm or More),1977M09,Mullingar,Number,15.0
Raindays (0.2mm or More),1977M09,Roches Point,Number,12.0
Raindays (0.2mm or More),1977M09,Rosslare,Number,10.0
Raindays (0.2mm or More),1977M09,Shannon airport,Number,15.0
Raindays (0.2mm or More),1977M10,Belmullet,Number,27.0
Raindays (0.2mm or More),1977M10,Birr,Number,23.0
Raindays (0.2mm or More),1977M10,Valentia Observatory,Number,28.0
Raindays (0.2mm or More),1977M10,Casement,Number,17.0
Raindays (0.2mm or More),1977M10,Claremorris,Number,27.0
Raindays (0.2mm or More),1977M10,Clones,Number,21.0
Raindays (0.2mm or More),1977M10,Cork airport,Number,28.0
Raindays (0.2mm or More),1977M10,Dublin airport,Number,16.0
Raindays (0.2mm or More),1977M10,Galway,Number,
Raindays (0.2mm or More),1977M10,Kilkenny,Number,22.0
Raindays (0.2mm or More),1977M10,Malin head,Number,22.0
Raindays (0.2mm or More),1977M10,Mullingar,Number,22.0
Raindays (0.2mm or More),1977M10,Roches Point,Number,20.0
Raindays (0.2mm or More),1977M10,Rosslare,Number,19.0
Raindays (0.2mm or More),1977M10,Shannon airport,Number,25.0
Raindays (0.2mm or More),1977M11,Belmullet,Number,23.0
Raindays (0.2mm or More),1977M11,Birr,Number,19.0
Raindays (0.2mm or More),1977M11,Valentia Observatory,Number,24.0
Raindays (0.2mm or More),1977M11,Casement,Number,19.0
Raindays (0.2mm or More),1977M11,Claremorris,Number,23.0
Raindays (0.2mm or More),1977M11,Clones,Number,21.0
Raindays (0.2mm or More),1977M11,Cork airport,Number,18.0
Raindays (0.2mm or More),1977M11,Dublin airport,Number,19.0
Raindays (0.2mm or More),1977M11,Galway,Number,
Raindays (0.2mm or More),1977M11,Kilkenny,Number,19.0
Raindays (0.2mm or More),1977M11,Malin head,Number,24.0
Raindays (0.2mm or More),1977M11,Mullingar,Number,22.0
Raindays (0.2mm or More),1977M11,Roches Point,Number,17.0
Raindays (0.2mm or More),1977M11,Rosslare,Number,16.0
Raindays (0.2mm or More),1977M11,Shannon airport,Number,22.0
Raindays (0.2mm or More),1977M12,Belmullet,Number,20.0
Raindays (0.2mm or More),1977M12,Birr,Number,21.0
Raindays (0.2mm or More),1977M12,Valentia Observatory,Number,23.0
Raindays (0.2mm or More),1977M12,Casement,Number,18.0
Raindays (0.2mm or More),1977M12,Claremorris,Number,24.0
Raindays (0.2mm or More),1977M12,Clones,Number,23.0
Raindays (0.2mm or More),1977M12,Cork airport,Number,23.0
Raindays (0.2mm or More),1977M12,Dublin airport,Number,20.0
Raindays (0.2mm or More),1977M12,Galway,Number,
Raindays (0.2mm or More),1977M12,Kilkenny,Number,22.0
Raindays (0.2mm or More),1977M12,Malin head,Number,22.0
Raindays (0.2mm or More),1977M12,Mullingar,Number,21.0
Raindays (0.2mm or More),1977M12,Roches Point,Number,23.0
Raindays (0.2mm or More),1977M12,Rosslare,Number,18.0
Raindays (0.2mm or More),1977M12,Shannon airport,Number,22.0
Raindays (0.2mm or More),1978M01,Belmullet,Number,29.0
Raindays (0.2mm or More),1978M01,Birr,Number,22.0
Raindays (0.2mm or More),1978M01,Valentia Observatory,Number,28.0
Raindays (0.2mm or More),1978M01,Casement,Number,15.0
Raindays (0.2mm or More),1978M01,Claremorris,Number,27.0
Raindays (0.2mm or More),1978M01,Clones,Number,22.0
Raindays (0.2mm or More),1978M01,Cork airport,Number,22.0
Raindays (0.2mm or More),1978M01,Dublin airport,Number,14.0
Raindays (0.2mm or More),1978M01,Galway,Number,
Raindays (0.2mm or More),1978M01,Kilkenny,Number,17.0
Raindays (0.2mm or More),1978M01,Malin head,Number,27.0
Raindays (0.2mm or More),1978M01,Mullingar,Number,22.0
Raindays (0.2mm or More),1978M01,Roches Point,Number,18.0
Raindays (0.2mm or More),1978M01,Rosslare,Number,15.0
Raindays (0.2mm or More),1978M01,Shannon airport,Number,21.0
Raindays (0.2mm or More),1978M02,Belmullet,Number,19.0
Raindays (0.2mm or More),1978M02,Birr,Number,17.0
Raindays (0.2mm or More),1978M02,Valentia Observatory,Number,24.0
Raindays (0.2mm or More),1978M02,Casement,Number,14.0
Raindays (0.2mm or More),1978M02,Claremorris,Number,19.0
Raindays (0.2mm or More),1978M02,Clones,Number,15.0
Raindays (0.2mm or More),1978M02,Cork airport,Number,23.0
Raindays (0.2mm or More),1978M02,Dublin airport,Number,14.0
Raindays (0.2mm or More),1978M02,Galway,Number,
Raindays (0.2mm or More),1978M02,Kilkenny,Number,17.0
Raindays (0.2mm or More),1978M02,Malin head,Number,16.0
Raindays (0.2mm or More),1978M02,Mullingar,Number,17.0
Raindays (0.2mm or More),1978M02,Roches Point,Number,19.0
Raindays (0.2mm or More),1978M02,Rosslare,Number,19.0
Raindays (0.2mm or More),1978M02,Shannon airport,Number,20.0
Raindays (0.2mm or More),1978M03,Belmullet,Number,27.0
Raindays (0.2mm or More),1978M03,Birr,Number,24.0
Raindays (0.2mm or More),1978M03,Valentia Observatory,Number,28.0
Raindays (0.2mm or More),1978M03,Casement,Number,24.0
Raindays (0.2mm or More),1978M03,Claremorris,Number,27.0
Raindays (0.2mm or More),1978M03,Clones,Number,26.0
Raindays (0.2mm or More),1978M03,Cork airport,Number,24.0
Raindays (0.2mm or More),1978M03,Dublin airport,Number,22.0
Raindays (0.2mm or More),1978M03,Galway,Number,
Raindays (0.2mm or More),1978M03,Kilkenny,Number,22.0
Raindays (0.2mm or More),1978M03,Malin head,Number,26.0
Raindays (0.2mm or More),1978M03,Mullingar,Number,26.0
Raindays (0.2mm or More),1978M03,Roches Point,Number,22.0
Raindays (0.2mm or More),1978M03,Rosslare,Number,19.0
Raindays (0.2mm or More),1978M03,Shannon airport,Number,27.0
Raindays (0.2mm or More),1978M04,Belmullet,Number,11.0
Raindays (0.2mm or More),1978M04,Birr,Number,13.0
Raindays (0.2mm or More),1978M04,Valentia Observatory,Number,13.0
Raindays (0.2mm or More),1978M04,Casement,Number,9.0
Raindays (0.2mm or More),1978M04,Claremorris,Number,11.0
Raindays (0.2mm or More),1978M04,Clones,Number,13.0
Raindays (0.2mm or More),1978M04,Cork airport,Number,11.0
Raindays (0.2mm or More),1978M04,Dublin airport,Number,12.0
Raindays (0.2mm or More),1978M04,Galway,Number,
Raindays (0.2mm or More),1978M04,Kilkenny,Number,13.0
Raindays (0.2mm or More),1978M04,Malin head,Number,14.0
Raindays (0.2mm or More),1978M04,Mullingar,Number,12.0
Raindays (0.2mm or More),1978M04,Roches Point,Number,11.0
Raindays (0.2mm or More),1978M04,Rosslare,Number,14.0
Raindays (0.2mm or More),1978M04,Shannon airport,Number,14.0
Raindays (0.2mm or More),1978M05,Belmullet,Number,13.0
Raindays (0.2mm or More),1978M05,Birr,Number,9.0
Raindays (0.2mm or More),1978M05,Valentia Observatory,Number,13.0
Raindays (0.2mm or More),1978M05,Casement,Number,11.0
Raindays (0.2mm or More),1978M05,Claremorris,Number,11.0
Raindays (0.2mm or More),1978M05,Clones,Number,12.0
Raindays (0.2mm or More),1978M05,Cork airport,Number,7.0
Raindays (0.2mm or More),1978M05,Dublin airport,Number,11.0
Raindays (0.2mm or More),1978M05,Galway,Number,
Raindays (0.2mm or More),1978M05,Kilkenny,Number,13.0
Raindays (0.2mm or More),1978M05,Malin head,Number,14.0
Raindays (0.2mm or More),1978M05,Mullingar,Number,10.0
Raindays (0.2mm or More),1978M05,Roches Point,Number,6.0
Raindays (0.2mm or More),1978M05,Rosslare,Number,9.0
Raindays (0.2mm or More),1978M05,Shannon airport,Number,12.0
Raindays (0.2mm or More),1978M06,Belmullet,Number,20.0
Raindays (0.2mm or More),1978M06,Birr,Number,18.0
Raindays (0.2mm or More),1978M06,Valentia Observatory,Number,19.0
Raindays (0.2mm or More),1978M06,Casement,Number,12.0
Raindays (0.2mm or More),1978M06,Claremorris,Number,15.0
Raindays (0.2mm or More),1978M06,Clones,Number,16.0
Raindays (0.2mm or More),1978M06,Cork airport,Number,15.0
Raindays (0.2mm or More),1978M06,Dublin airport,Number,12.0
Raindays (0.2mm or More),1978M06,Galway,Number,
Raindays (0.2mm or More),1978M06,Kilkenny,Number,15.0
Raindays (0.2mm or More),1978M06,Malin head,Number,19.0
Raindays (0.2mm or More),1978M06,Mullingar,Number,15.0
Raindays (0.2mm or More),1978M06,Roches Point,Number,17.0
Raindays (0.2mm or More),1978M06,Rosslare,Number,15.0
Raindays (0.2mm or More),1978M06,Shannon airport,Number,18.0
Raindays (0.2mm or More),1978M07,Belmullet,Number,21.0
Raindays (0.2mm or More),1978M07,Birr,Number,16.0
Raindays (0.2mm or More),1978M07,Valentia Observatory,Number,21.0
Raindays (0.2mm or More),1978M07,Casement,Number,15.0
Raindays (0.2mm or More),1978M07,Claremorris,Number,20.0
Raindays (0.2mm or More),1978M07,Clones,Number,17.0
Raindays (0.2mm or More),1978M07,Cork airport,Number,14.0
Raindays (0.2mm or More),1978M07,Dublin airport,Number,14.0
Raindays (0.2mm or More),1978M07,Galway,Number,
Raindays (0.2mm or More),1978M07,Kilkenny,Number,11.0
Raindays (0.2mm or More),1978M07,Malin head,Number,22.0
Raindays (0.2mm or More),1978M07,Mullingar,Number,16.0
Raindays (0.2mm or More),1978M07,Roches Point,Number,14.0
Raindays (0.2mm or More),1978M07,Rosslare,Number,13.0
Raindays (0.2mm or More),1978M07,Shannon airport,Number,15.0
Raindays (0.2mm or More),1978M08,Belmullet,Number,14.0
Raindays (0.2mm or More),1978M08,Birr,Number,15.0
Raindays (0.2mm or More),1978M08,Valentia Observatory,Number,17.0
Raindays (0.2mm or More),1978M08,Casement,Number,13.0
Raindays (0.2mm or More),1978M08,Claremorris,Number,19.0
Raindays (0.2mm or More),1978M08,Clones,Number,15.0
Raindays (0.2mm or More),1978M08,Cork airport,Number,13.0
Raindays (0.2mm or More),1978M08,Dublin airport,Number,14.0
Raindays (0.2mm or More),1978M08,Galway,Number,
Raindays (0.2mm or More),1978M08,Kilkenny,Number,12.0
Raindays (0.2mm or More),1978M08,Malin head,Number,19.0
Raindays (0.2mm or More),1978M08,Mullingar,Number,16.0
Raindays (0.2mm or More),1978M08,Roches Point,Number,13.0
Raindays (0.2mm or More),1978M08,Rosslare,Number,12.0
Raindays (0.2mm or More),1978M08,Shannon airport,Number,14.0
Raindays (0.2mm or More),1978M09,Belmullet,Number,25.0
Raindays (0.2mm or More),1978M09,Birr,Number,15.0
Raindays (0.2mm or More),1978M09,Valentia Observatory,Number,17.0
Raindays (0.2mm or More),1978M09,Casement,Number,15.0
Raindays (0.2mm or More),1978M09,Claremorris,Number,20.0
Raindays (0.2mm or More),1978M09,Clones,Number,20.0
Raindays (0.2mm or More),1978M09,Cork airport,Number,11.0
Raindays (0.2mm or More),1978M09,Dublin airport,Number,14.0
Raindays (0.2mm or More),1978M09,Galway,Number,
Raindays (0.2mm or More),1978M09,Kilkenny,Number,11.0
Raindays (0.2mm or More),1978M09,Malin head,Number,23.0
Raindays (0.2mm or More),1978M09,Mullingar,Number,19.0
Raindays (0.2mm or More),1978M09,Roches Point,Number,9.0
Raindays (0.2mm or More),1978M09,Rosslare,Number,10.0
Raindays (0.2mm or More),1978M09,Shannon airport,Number,16.0
Raindays (0.2mm or More),1978M10,Belmullet,Number,21.0
Raindays (0.2mm or More),1978M10,Birr,Number,13.0
Raindays (0.2mm or More),1978M10,Valentia Observatory,Number,18.0
Raindays (0.2mm or More),1978M10,Casement,Number,11.0
Raindays (0.2mm or More),1978M10,Claremorris,Number,22.0
Raindays (0.2mm or More),1978M10,Clones,Number,16.0
Raindays (0.2mm or More),1978M10,Cork airport,Number,12.0
Raindays (0.2mm or More),1978M10,Dublin airport,Number,11.0
Raindays (0.2mm or More),1978M10,Galway,Number,
Raindays (0.2mm or More),1978M10,Kilkenny,Number,12.0
Raindays (0.2mm or More),1978M10,Malin head,Number,22.0
Raindays (0.2mm or More),1978M10,Mullingar,Number,15.0
Raindays (0.2mm or More),1978M10,Roches Point,Number,10.0
Raindays (0.2mm or More),1978M10,Rosslare,Number,6.0
Raindays (0.2mm or More),1978M10,Shannon airport,Number,13.0
Raindays (0.2mm or More),1978M11,Belmullet,Number,23.0
Raindays (0.2mm or More),1978M11,Birr,Number,20.0
Raindays (0.2mm or More),1978M11,Valentia Observatory,Number,27.0
Raindays (0.2mm or More),1978M11,Casement,Number,16.0
Raindays (0.2mm or More),1978M11,Claremorris,Number,23.0
Raindays (0.2mm or More),1978M11,Clones,Number,21.0
Raindays (0.2mm or More),1978M11,Cork airport,Number,22.0
Raindays (0.2mm or More),1978M11,Dublin airport,Number,16.0
Raindays (0.2mm or More),1978M11,Galway,Number,
Raindays (0.2mm or More),1978M11,Kilkenny,Number,16.0
Raindays (0.2mm or More),1978M11,Malin head,Number,24.0
Raindays (0.2mm or More),1978M11,Mullingar,Number,19.0
Raindays (0.2mm or More),1978M11,Roches Point,Number,18.0
Raindays (0.2mm or More),1978M11,Rosslare,Number,16.0
Raindays (0.2mm or More),1978M11,Shannon airport,Number,21.0
Raindays (0.2mm or More),1978M12,Belmullet,Number,23.0
Raindays (0.2mm or More),1978M12,Birr,Number,22.0
Raindays (0.2mm or More),1978M12,Valentia Observatory,Number,25.0
Raindays (0.2mm or More),1978M12,Casement,Number,20.0
Raindays (0.2mm or More),1978M12,Claremorris,Number,22.0
Raindays (0.2mm or More),1978M12,Clones,Number,22.0
Raindays (0.2mm or More),1978M12,Cork airport,Number,24.0
Raindays (0.2mm or More),1978M12,Dublin airport,Number,22.0
Raindays (0.2mm or More),1978M12,Galway,Number,
Raindays (0.2mm or More),1978M12,Kilkenny,Number,25.0
Raindays (0.2mm or More),1978M12,Malin head,Number,24.0
Raindays (0.2mm or More),1978M12,Mullingar,Number,24.0
Raindays (0.2mm or More),1978M12,Roches Point,Number,24.0
Raindays (0.2mm or More),1978M12,Rosslare,Number,25.0
Raindays (0.2mm or More),1978M12,Shannon airport,Number,22.0
